om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,permanent_fat,mobile_fat,other_fat,unknown_fat,business_fat,church_fat,school_fat,permstructure_fat,outside_fat,vehicle_fat,male_fat,female_fat,unknown_gender,fat_under18,fat_18t44,fat_45t64,fat_over65,unknown_age,loss,closs,slat,slon,elat,elon,len,wid,fc,DateTim,Hour,Year,Length,Width,cas,AreaPth,Ma,ED,ID,TotalPp,TotalMl,MlUnd18,Ml18t44,Ml45t64,MlOvr65,TotlFml,FmlUn18,Fml1844,Fml4564,FmlOv65,White,Black,TtlHsnU,MoblHms,MdnIncm
1048,1997,9,18,1997-09-18,17:15:00,3,MN,27,43,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.7,0,46.07,-94.05,46.08,-93.67,17,800,0,1997-09-18 17:15:00,17,1997,27358.78,574.5344645,2,15718562.02,Sep,1359311415213,323,99.22982129,50.67652167,14.60662163,16.44906815,11.55761117,7.373484563,48.55329962,14.00646293,15.77100239,11.06135394,8.404216527,85.16051649,0.2580989157,52.39545915,8.18406403,44191.59913
887,1998,2,22,1998-02-22,22:55:00,3,FL,12,33,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,29.17,-81.1,29.22,-81.03,8,150,0,1998-02-22 21:55:00,21,1998,12874.72,107.7252121,4,1386931.943,Feb,91438473466,354,675.8501133,328.0161361,95.25434888,141.2055378,57.4250597,36.79610152,347.8339772,82.90229615,145.771576,65.65954667,50.83564665,181.8369367,476.9780296,292.0255453,1.043546782,41190.54242
888,1998,2,22,1998-02-22,23:37:00,3,FL,12,34,3,70,3,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,15,0,28.48,-81.72,28.63,-81.45,18,200,0,1998-02-22 22:37:00,22,1998,28968.12,143.6336161,73,4160795.828,Feb,359817727556,355,2032.121428,1010.431158,308.6308656,434.7879712,188.5361384,77.21658178,1021.69027,287.1925511,439.2982942,203.6488472,92.81017863,1514.038753,283.7303503,727.4904895,60.67789737,72765.76959
890,1998,2,22,1998-02-22,23:10:00,3,FL,12,35,3,36,13,1,12,0,0,0,0,0,0,0,0,9,4,0,2,7,4,0,0,31,0,28.7,-81.35,28.8,-81.15,16,200,0,1998-02-22 23:10:00,23,1998,25749.44,143.6336161,49,3698485.18,Feb,319837980050,356,654.5656298,325.3023013,85.98593297,145.9775262,63.39468067,29.48601488,329.2633285,81.95316247,138.7555764,73.96857667,35.04415945,563.6282704,29.3186181,259.1486982,6.254977999,57617.84165
893,1998,2,22,1998-02-22,23:40:00,3,FL,12,36,3,150,25,0,14,11,0,0,0,0,0,0,11,13,12,0,1,7,7,10,0,55,0,28.23,-81.48,28.48,-80.9,28,250,0,1998-02-22 23:40:00,23,1998,45061.52,179.5420202,175,8090436.332,Feb,699645581360,357,705.8317481,355.9779738,89.40296495,136.7452006,86.47842019,42.45962519,349.8537743,81.21544712,129.2877943,87.43400938,52.8082863,618.5276093,26.1046931,297.5874645,70.67593703,75523.2491
761,1998,3,20,1998-03-20,5:25:00,3,GA,13,8,3,171,12,0,11,1,0,0,0,0,0,0,1,9,3,0,4,4,3,1,0,20,0,34.38,-83.9,34.53,-83.7,4,100,0,1998-03-20 5:25:00,5,1998,6437.36,71.81680806,183,462310.6475,Mar,39979747506,364,101.5082838,50.20813916,13.55448489,19.71426681,12.01475849,4.792879239,51.3001446,13.5414551,19.92710525,11.83725188,6.126082106,97.86151776,0.697970745,39.81458959,9.171235734,62871.29699
771,1998,3,20,1998-03-20,14:25:00,3,NC,37,8,3,27,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,34,0,36.4,-79.98,36.53,-79.78,12,300,0,1998-03-20 14:25:00,14,1998,19312.08,215.4504242,29,4160795.828,Mar,359817727556,366,618.9927543,290.4534576,70.10832152,115.7890641,65.5293298,41.91498483,328.5392967,68.76812361,116.5714096,79.11169403,61.19982681,498.544979,97.91210713,282.0803133,31.17045946,48271.95979
767,1998,3,29,1998-03-29,15:50:00,3,MN,27,6,4,19,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,75.05,0,43.95,-95.53,44.27,-94.27,73.5,1500,0,1998-03-29 15:50:00,15,1998,118286.49,1077.252121,20,127424372.2,Mar,12487567291760,371,728.7050683,364.0070954,96.13322199,121.808599,82.7037917,61.38287184,364.6979729,98.24755997,110.0837702,83.35833195,74.98692168,709.0928918,0.6552136096,300.7060076,10.62430368,53625.65028
789,1998,3,29,1998-03-29,17:18:00,3,MN,27,9,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,120,0,44.28,-94.17,44.33,-93.95,12,2200,0,1998-03-29 17:18:00,17,1998,19312.08,1579.969777,1,30512502.74,Mar,2638663335414,372,2950.084576,1455.195391,288.036736,784.1154564,243.6720516,137.4133073,1494.889184,271.9741796,794.0454281,231.0696199,199.7577968,2812.828537,46.74643923,905.2996554,65.42160203,66793.5926
1036,1998,4,1,1998-04-01,18:00:00,3,VA,51,5,3,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.8,0,37.88,-77.62,37.88,-77.53,5,400,0,1998-04-01 18:00:00,18,1998,8046.7,287.2672322,2,2311553.238,Apr,199898737531,376,38.19286498,18.82774803,4.96476293,6.839780457,4.956077413,2.048344142,19.36511695,4.947441091,6.845576267,4.993643593,2.597239085,32.45086293,5.223440823,14.67332466,0.5763520704,80223.4704
833,1998,4,8,1998-04-08,18:42:00,3,AL,1,4,5,259,32,29,3,0,0,0,0,0,0,0,0,13,19,0,4,5,10,13,0,200.03,0,33.42,-87.35,33.58,-86.87,30.3,1320,0,1998-04-08 18:42:00,18,1998,48763.002,947.9818664,291,46226441.65,Apr,5308354003097,383,3116.934801,1475.605381,362.9617412,551.7602775,365.4449612,202.1001515,1641.32942,365.7521189,580.4709553,417.0928494,271.3517462,2026.325797,1048.475475,1314.360555,111.8051538,56353.34365
117,1998,4,8,1998-04-08,19:56:00,3,AL,1,6,2,12,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,33.62,-86.48,33.63,-86.25,14.4,200,0,1998-04-08 19:56:00,19,1998,23174.496,143.6336161,14,3328636.662,Apr,219452336318,384,162.7869304,80.13218405,22.81882458,31.35621618,18.65115238,7.065488008,82.65474632,21.11986229,32.39065442,18.70947818,10.67525432,154.5639504,5.534725268,65.45080162,25.35309279,49876.40095
779,1998,4,8,1998-04-08,22:35:00,3,GA,13,13,2,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,75,0,33.95,-84.33,34.02,-83.98,19,800,0,1998-04-08 22:35:00,22,1998,30577.46,574.5344645,11,17567804.61,Apr,1158220663900,386,14004.76983,6926.406797,1924.990984,3021.709606,1606.637719,354.9529885,7078.36303,1883.012417,3099.491905,1669.326185,444.6480228,11181.01387,1166.546668,5257.829567,39.35140928,117582.6634
818,1998,4,9,1998-04-09,3:45:00,3,GA,13,14,3,17,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2.7,0,32.17,-81.58,32.23,-81.3,8,440,0,1998-04-09 3:45:00,3,1998,12874.72,315.9939555,19,4068333.698,Apr,351821778055,387,309.5509902,154.6077235,47.35831059,62.79126005,33.41927493,10.5988126,154.9432667,44.80964021,62.57283405,33.9379179,14.06293987,271.5859329,33.24975766,115.6305287,54.20248809,53155.20259
820,1998,4,9,1998-04-09,4:35:00,3,GA,13,15,2,31,4,0,3,1,0,1,0,0,0,0,0,2,2,0,1,1,2,0,0,38.2,0,31.83,-81.78,31.93,-81.32,24.5,400,0,1998-04-09 4:35:00,4,1998,39428.83,287.2672322,35,11326610.86,Apr,746747533304,388,652.3970796,339.9977019,108.9370188,175.5312218,39.06948518,9.975601184,312.3993777,105.9419051,159.5652287,40.85816586,12.51845306,360.1885197,230.3274265,226.0238691,63.62238514,51912.85837
874,1998,4,16,1998-04-16,1:50:00,3,AR,5,8,4,12,2,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0.35,0,35.87,-90.18,35.9,-90.13,5,400,0,1998-04-16 1:50:00,1,1998,8046.7,287.2672322,14,2311553.238,Apr,226531832957,393,27.2074978,13.12687936,3.53500336,4.946889649,2.956415986,1.743909077,14.08061844,3.489434671,5.09418263,3.049999869,2.391662562,26.29527076,0.07161116093,11.63931435,2.041737165,36776.9752
877,1998,4,16,1998-04-16,3:00:00,3,TN,47,11,3,3,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0.25,0,36.03,-89.32,36.03,-89.25,4,100,0,1998-04-16 3:00:00,3,1998,6437.36,71.81680806,5,462310.6475,Apr,39979747506,394,9.007348865,4.422135378,1.241790022,1.649052049,1.122301208,0.4098644395,4.585213488,1.177268924,1.719689762,1.231301475,0.4560809852,8.685555812,0.2476732809,3.461131072,0.3854301226,60713
930,1998,4,16,1998-04-16,14:30:00,3,TN,47,19,3,60,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,101,0,36.07,-86.92,36.37,-86.12,42.1,880,0,1998-04-16 14:30:00,14,1998,67753.214,631.9879109,61,42819212.18,Apr,3702924214031,397,16375.94856,7783.566791,1638.287597,3623.255286,1730.867036,837.1662665,8592.381771,1674.856921,3693.849627,1822.743132,1354.922696,13212.73238,2421.230265,7723.493247,125.1535989,69090.92539
783,1998,4,16,1998-04-16,14:35:00,3,KY,21,2,3,9,2,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,10.21,0,36.92,-86.78,36.98,-85.72,48,100,0,1998-04-16 14:35:00,14,1998,77248.32,71.81680806,11,5547727.77,Apr,479756970075,398,446.5688873,217.530077,56.05691861,91.78454073,49.17784037,20.54242513,229.0388104,54.55007289,93.50420894,53.28680438,27.66607625,410.1117895,20.56970236,192.7233025,17.53673497,54809.95682
935,1998,4,16,1998-04-16,15:50:00,3,TN,47,22,5,36,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,13,0,35.22,-88.02,35.55,-86.9,69.4,1760,0,1998-04-16 15:50:00,15,1998,111688.196,1263.975822,39,141171179.3,Apr,16211210904948,399,2456.573519,1212.323993,325.8384862,486.0896044,267.8476653,133.408214,1244.249526,309.5483839,467.2974687,286.0130145,180.5306815,2258.006942,168.9908233,1002.86544,219.9336449,45735.75138
786,1998,4,16,1998-04-16,15:53:00,3,KY,21,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,37,-85.7,36.98,-85.57,8,100,0,1998-04-16 15:53:00,15,1998,12874.72,71.81680806,1,924621.2951,Apr,60958982311,400,11.8623558,5.739998103,1.381994413,2.246763897,1.342495035,0.7931985432,6.122357697,1.4166077,2.273070795,1.37089603,1.037329388,11.49711539,0.1278631677,5.417083638,1.405514032,32488.42184
154,1998,4,16,1998-04-16,22:20:00,3,TN,47,25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.75,0,35.17,-85,35.27,-84.77,11.5,50,0,1998-04-16 22:20:00,22,1998,18507.41,35.90840403,1,664571.5558,Apr,32670206401,404,100.6880656,49.61891827,12.80656976,20.08169564,12.36960622,4.223241912,51.06914732,12.62272547,20.67585371,12.63145608,5.2769168,95.64604492,2.852416739,40.88473136,3.213426197,62000.88282
811,1998,5,7,1998-05-07,18:15:00,3,SC,45,21,3,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,33.67,-82.07,33.65,-81.85,12,880,0,1998-05-07 18:15:00,18,1998,19312.08,631.9879109,10,12205001.1,May,1055465334165,416,374.4325671,189.1286992,50.28102583,82.95059782,41.79639655,13.8048406,185.3038679,50.05207511,74.64510566,43.54200878,17.3605168,250.2633524,117.5150512,144.9699127,57.60115031,55614.19993
840,1998,5,10,1998-05-10,15:20:00,3,SC,45,26,2,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,33.02,-80.18,32.98,-80.03,10.5,670,0,1998-05-10 15:20:00,15,1998,16898.07,481.172614,8,8130888.514,May,536058050693,417,4127.105803,1985.369371,577.0953731,897.7134658,365.5335574,137.2923745,2141.736432,561.9584371,959.9421918,412.9241086,214.6462951,2839.700284,1057.852951,1615.441278,249.7906584,53921.31699
1091,1998,5,15,1998-05-15,15:40:00,3,MN,27,18,1,30,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.75,0,45.63,-94.57,45.78,-94.57,9,30,0,1998-05-15 15:40:00,15,1998,14484.06,21.54504242,31,312059.6871,May,15340792571,418,6.102409498,3.068373722,0.963521839,1.091598217,0.5808765095,0.4110386669,3.034035777,0.8945262309,1.051328654,0.5875306869,0.5219886943,6.04024474,0.006583019309,2.215340693,0.1358679162,52703.11877
1009,1998,5,30,1998-05-30,19:26:00,3,SD,46,5,4,150,6,6,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,5,0,18,0,43.75,-97.68,43.7,-97.43,14,1150,0,1998-05-30 19:26:00,19,1998,22530.76,825.8932927,156,18608003.56,May,1823581255305,429,69.85176656,34.63518219,10.03774122,11.25874068,7.198660968,6.031493998,35.21658437,9.873958719,11.18797365,7.053478632,7.209718695,69.18844794,0.00775384397,28.74320972,1.770999752,48581.00784
311,1998,5,31,1998-05-31,18:50:00,3,PA,42,18,3,15,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,39.75,-79.08,39.73,-78.97,13,880,0,1998-05-31 18:50:00,18,1998,20921.42,631.9879109,16,13222084.52,May,1143420778679,436,83.41265878,41.15145209,10.6528174,15.08820851,9.272592094,5.952315607,42.26120669,10.94389776,14.49996573,9.132627973,7.870233691,82.72159093,0,36.76234517,4.876550446,41992.26777
1142,1998,6,2,1998-06-02,20:00:00,3,PA,42,47,3,15,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2.2,0,41.62,-76.05,41.57,-75.8,26,500,0,1998-06-02 20:00:00,20,1998,41842.84,359.0840403,17,15025096.05,Jun,1299341793954,442,241.3386127,117.435146,29.9860326,45.68036238,28.71056824,12.84598404,123.9034667,32.18725504,46.76583823,28.5990409,16.56353126,238.089762,1.401986516,103.7815538,17.98867798,52349.62434
637,1998,6,27,1998-06-27,18:05:00,3,OH,39,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.07,0,39.8,-81.38,39.8,-81.38,0.3,200,0,1998-06-27 18:05:00,18,1998,482.802,143.6336161,2,69346.59713,Jun,4571923673,462,0.1729624621,0.08559470225,0.0253343162,0.03096303783,0.01888343686,0.01015815635,0.08736775983,0.02739156405,0.0299407058,0.01949481428,0.01079643071,0.1695109401,0.0002661124696,0.08400706633,0.02109104958,49590.7192
1250,1998,9,3,1998-09-03,6:28:00,3,SC,45,38,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.36,0,32.35,-80.43,32.52,-80.45,18,80,0,1998-09-03 6:28:00,6,1998,28968.12,57.45344645,5,1664318.331,Sep,109726168159,470,2.707602609,1.310435703,0.1662997167,0.2214588984,0.4342814622,0.4885947004,1.397166907,0.1331291875,0.249288718,0.5105178688,0.5040320573,2.466393518,0.228203299,3.587949773,0.07568977994,75014.50699
1310,1998,9,10,1998-09-10,17:15:00,3,LA,22,8,2,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,0,29.55,-90.35,29.57,-90.4,4,50,0,1998-09-10 17:15:00,17,1998,6437.36,35.90840403,7,231155.3238,Sep,15239745578,474,42.75038391,21.15277424,6.160151186,8.530658831,4.232758056,2.126184102,21.59760966,6.089450259,8.723696545,4.397740961,2.489743965,36.26682467,2.693854124,15.73172184,3.231543872,52290.98056
660,1998,10,17,1998-10-17,9:15:00,3,TX,48,97,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1,0,31.97,-96.63,31.97,-96.63,3.5,100,0,1998-10-17 9:15:00,9,1998,5632.69,71.81680806,5,404521.8166,Oct,26669554761,494,0.02202536622,0.01093816006,0.002887770793,0.003473364048,0.002655175795,0.001929793578,0.01108720616,0.002609941563,0.003468481572,0.002850108143,0.002150730728,0.01962671104,0.001544066205,0.01031811004,0.00276216354,43276.8144
1318,1998,10,18,1998-10-18,5:25:00,3,TX,48,111,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.07,0,29.82,-95.93,29.82,-95.93,1,50,0,1998-10-18 5:25:00,5,1998,1609.34,35.90840403,2,57788.83094,Oct,3809936394,496,0.01831284537,0.009036631688,0.002626624951,0.003692899798,0.001964951708,0.0007608957336,0.009276213686,0.00272584999,0.003525815251,0.001977805389,0.001038002553,0.009491116474,0.005160208079,0.006906651455,0.001905826049,48516.9336
49,1999,1,2,1999-01-02,0:45:00,3,TX,48,7,2,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.27,0,30.35,-93.97,30.52,-93.77,4.5,250,0,1999-01-02 0:45:00,0,1999,7242.03,179.5420202,11,1300248.696,Jan,85723568874,504,40.91166711,20.32659925,5.788913151,7.374484466,4.8273482,2.301705693,20.58506786,5.713172424,7.43130317,4.95437715,2.520362857,35.57185269,4.437340289,17.65591256,6.074130461,40955.58807
748,1999,1,17,1999-01-17,18:25:00,3,TN,47,5,4,106,6,4,1,1,0,0,0,0,0,0,0,2,4,0,1,3,1,1,0,10,0,35.58,-88.88,35.63,-88.68,16,500,0,1999-01-17 18:25:00,18,1999,25749.44,359.0840403,112,9246212.951,Jan,906127331828,513,545.9702455,244.3429371,63.27545361,93.8685411,52.23970159,36.850394,301.6273084,84.45404393,105.81869,58.32481118,51.13861004,207.0785819,333.7820178,250.6896482,10.61371941,49714.84633
751,1999,1,17,1999-01-17,18:35:00,3,TN,47,7,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.41,0,35.02,-89.18,35.07,-88.97,12,350,0,1999-01-17 18:35:00,18,1999,19312.08,251.3588282,5,4854261.799,Jan,238634551102,514,53.69081872,25.68883567,7.839056967,8.986323489,5.316343571,3.550497388,28.00198305,7.684258216,10.06864566,6.129099741,4.116593695,27.47891714,26.06448327,23.30857977,7.991637165,38116.1576
750,1999,1,17,1999-01-17,19:05:00,3,TN,47,6,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0,35.97,-88.67,35.98,-88.55,10,0,0,1999-01-17 19:05:00,19,1999,16093.4,0.7181680806,2,11557.76619,Jan,568177502.6,516,0.1513484069,0.07232405376,0.01869484196,0.02694918157,0.01669622917,0.01003518914,0.07902435316,0.01733719584,0.02743897693,0.01947192563,0.01472486669,0.1289679,0.02048770802,0.06813647974,0.01681732176,40076.4156
81,1999,1,21,1999-01-21,16:46:00,3,AR,5,11,2,2,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,35.2,-91.95,35.28,-91.87,16,0,0,1999-01-21 16:46:00,16,1999,25749.44,0.7181680806,4,18492.4259,Jan,1219179646,520,0.1015807642,0.05129541414,0.01422942157,0.01879234232,0.0126625875,0.005472489623,0.0502853501,0.01335179131,0.01874481252,0.01240848207,0.005918837325,0.09971855157,0.0004038370978,0.04071639301,0.01513865612,52506.41491
100,1999,1,21,1999-01-21,18:20:00,3,AR,5,22,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35.5,-91.7,35.6,-91.57,11,350,0,1999-01-21 18:20:00,18,1999,17702.74,251.3588282,4,4449739.983,Jan,293365102369,524,40.94853049,21.03995513,5.834285013,7.677996486,5.019871779,2.459365694,19.90857536,4.828497468,7.464705208,4.778278745,2.885530097,40.0162471,0.1223639446,17.70538129,5.632136655,43576.58476
103,1999,1,21,1999-01-21,18:24:00,3,AR,5,23,3,72,3,0,1,2,0,1,0,0,0,0,1,3,0,0,0,1,1,1,0,0,0,34.55,-92.42,34.82,-92.22,39,417,0,1999-01-21 18:24:00,18,1999,62764.26,299.4760896,75,18796395.15,Jan,1625476584236,525,5986.05732,2773.088825,791.8189558,1094.154866,606.5272517,295.9302299,3212.968496,814.8995876,1229.123507,697.6424841,455.9604374,2707.92636,3022.401549,2766.546225,168.7774481,47925.89072
113,1999,1,21,1999-01-21,19:25:00,3,AR,5,29,3,29,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,35.05,-91.92,35.13,-91.8,8,1000,0,1999-01-21 19:25:00,19,1999,12874.72,718.1680806,31,9246212.951,Jan,799594950125,528,364.0717829,179.9112497,50.42754543,69.85528377,38.65672568,21.15384992,184.1605331,43.92787264,70.89176706,41.76281698,27.3959214,333.2207533,17.0270077,152.9228501,23.71757274,43588.4748
790,1999,1,22,1999-01-22,3:20:00,3,TN,47,16,3,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,36.05,-88.17,36.23,-88,15,220,0,1999-01-22 3:20:00,3,1999,24140.1,157.9969777,6,3814062.842,Jan,329832916927,534,54.86552529,26.87165864,6.033022391,9.243062465,7.61700642,3.996213577,27.99386666,6.155821117,9.352114805,7.773608326,4.694676194,53.13321737,0.5432957159,28.58405493,8.963249811,41421.02796
187,1999,3,2,1999-03-02,18:55:00,3,TX,48,23,3,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.75,0,30.9,-93.9,30.9,-93.82,12,500,0,1999-03-02 18:55:00,18,1999,19312.08,359.0840403,7,6934659.713,Mar,599696212594,539,28.91634404,15.09938777,3.354118758,6.412433881,3.336696218,2.015948817,13.81695627,3.626388711,4.418005423,3.247415967,2.505336265,21.00186759,6.254583883,12.38076274,2.711807448,42900.96232
227,1999,4,3,1999-04-03,15:52:00,3,LA,22,39,4,102,7,0,6,1,0,0,0,0,0,1,0,3,4,0,1,3,2,1,0,7.94,0,32.53,-93.83,32.75,-93.6,19.3,200,0,1999-04-03 15:52:00,15,1999,31060.262,143.6336161,109,4461297.749,Apr,437206437607,545,381.9636202,186.8310885,58.12735413,69.51153055,40.31475726,19.71010009,195.1325317,54.31128302,70.73468925,44.159891,25.0940149,170.3480217,205.8913709,144.3049477,11.88726715,67191.32226
925,1999,4,8,1999-04-08,19:45:00,3,IL,17,37,1,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.75,0,39.8,-90.12,39.9,-89.98,9.3,333,0,1999-04-08 19:45:00,19,1999,14966.862,239.1499708,7,3579324.611,Apr,175958890787,560,31.0907817,15.65846864,3.935878617,5.495117184,4.098389895,1.88415491,15.43231306,3.867676399,5.686064842,3.956690815,2.166809036,30.20612773,0.3896558569,12.60075913,2.265424956,61847.42981
927,1999,4,8,1999-04-08,21:35:00,3,IL,17,38,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15,0,40.07,-88.73,40.1,-88.68,3.5,100,0,1999-04-08 21:35:00,21,1999,5632.69,71.81680806,4,404521.8166,Apr,19886212592,562,4.040338895,2.027778795,0.5534575783,0.7302551551,0.5472663723,0.1928601788,2.0125601,0.5276590904,0.7172352567,0.5552131479,0.2163921152,3.999664317,0.01343926377,1.597333374,0.07756834393,70302.9875
850,1999,4,9,1999-04-09,3:12:00,3,OH,39,3,4,65,4,2,0,2,0,0,0,0,0,0,2,3,1,0,0,2,2,0,0,85,0,39.23,-84.37,39.3,-84.23,10,270,0,1999-04-09 3:12:00,3,1999,16093.4,193.9053818,69,3120596.871,Apr,305817974492,564,1641.959834,801.7717862,247.4376812,266.1869467,210.5221438,77.87140486,840.1880476,228.7057262,286.2319133,218.7547667,106.2492511,1529.819596,34.48894344,621.2391935,0.5351049765,114156.6801
857,1999,4,14,1999-04-14,21:52:00,3,MS,28,40,3,33,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.8,0,31.7,-89.47,31.88,-89.12,25.5,880,0,1999-04-14 21:52:00,21,1999,41038.17,631.9879109,34,25935627.33,Apr,2242863835102,565,529.3343777,257.2887756,72.28989067,99.47331534,58.56192972,26.97564286,272.0456021,70.97059126,105.6392579,55.30620181,40.11754812,359.6847643,161.0064331,213.9514924,62.65012779,40899.83548
892,1999,4,15,1999-04-15,18:15:00,3,NC,37,31,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.2,0,34.68,-79.13,34.68,-79.13,0.3,0,0,1999-04-15 18:15:00,18,1999,482.802,0.7181680806,5,346.7329857,Apr,22859618.37,568,3.35E-05,1.71E-05,4.85E-06,8.50E-06,2.75E-06,9.37E-07,1.65E-05,4.75E-06,7.11E-06,3.34E-06,1.28E-06,4.07E-06,4.22E-06,1.24E-05,6.87E-06,35755.6895
1147,1999,5,3,1999-05-03,17:26:00,3,OK,40,36,5,583,36,23,9,4,0,2,0,0,0,2,0,15,21,0,3,15,10,8,0,1000,0,35.13,-97.85,35.45,-97.43,37,1430,0,1999-05-03 17:26:00,17,1999,59545.58,1026.980355,619,61152140.9,May,7022327490346,579,19157.39387,9394.968367,2621.650659,3845.551004,2114.203576,808.0791125,9762.425505,2492.474964,3929.573848,2274.268196,1071.592512,14628.34514,1786.062575,8251.668753,518.8789388,64337.64838
884,1999,5,3,1999-05-03,19:13:00,3,KS,20,13,4,150,6,0,4,2,0,0,0,0,0,2,0,5,1,0,1,2,0,3,0,140.75,0,37.32,-97.4,37.7,-97.33,24,880,0,1999-05-03 19:13:00,19,1999,38624.16,631.9879109,156,24410002.19,May,2392176156027,581,11573.35098,6019.155374,1485.406624,2898.630323,1123.091339,488.6586943,5554.195607,1428.029663,2391.956358,1059.318845,698.2591352,9175.042531,759.4380856,5230.240041,289.0350825,58777.35666
1185,1999,5,3,1999-05-03,20:05:00,3,OK,40,65,2,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.75,0,35.37,-97,35.53,-96.85,18,150,0,1999-05-03 20:05:00,20,1999,28968.12,107.7252121,11,3120596.871,May,205736565298,583,68.90293328,32.08603332,9.478826355,11.7721206,7.674252027,3.124541313,36.81689996,9.01668393,15.50124366,8.518733332,3.816532057,56.78484954,1.827610597,25.87147446,6.215332159,52433.28374
1190,1999,5,3,1999-05-03,20:10:00,3,OK,40,67,4,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.5,0,35.93,-97.95,36.07,-97.78,15,880,0,1999-05-03 20:10:00,20,1999,24140.1,631.9879109,12,15256251.37,May,1495110097517,584,48.72464566,23.94257217,6.559960124,8.668589896,5.631585949,3.022842326,24.78207349,6.804652866,8.755429649,5.354153094,3.927431758,42.91671169,0.7956384816,20.47135376,4.641202124,50351.5457
1172,1999,5,3,1999-05-03,20:25:00,3,OK,40,69,4,26,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,13.11,0,35.88,-97.68,36.32,-97.23,35,1760,0,1999-05-03 20:25:00,20,1999,56326.9,1263.975822,28,71195839.72,May,6977180455079,585,875.6310004,435.3381711,107.1730954,158.2042864,105.4309623,65.35123877,440.2928293,98.1909543,134.4572873,101.5803443,105.2428316,801.4063383,25.16044664,398.0987661,66.85400452,46907.97665
